name,risk_level,latitude,longitude
BEIDOU-2 M6,5,-90,-71
,1,38,-180
ASTRA 2F,5,-90,179
,1,32,-180
GSAT-10,2,-90,-46
,1,33,-180
VRSS-1,4,-90,100
,1,48,-180
NAVSTAR 67 (USA 239),3,-90,-78
,1,-90,-180
GSAT0103 (GALILEO-FM3),2,-90,119
,1,53,-180
SJ-9A,2,-90,-43
,1,-25,-180
SJ-9B,1,-90,73
,1,-33,-180
INTELSAT 23 (IS-23),1,-90,10
,1,-44,-180
BEIDOU-2 G6,2,-90,83
,1,-70,-180
LUCH-5B,3,-90,149
,1,-26,-180
YAMAL 300K,4,-90,-13
,1,43,-180
STAR ONE C3,3,-90,-26
,1,8,-180
EUTELSAT 21B,1,-90,-12
,1,-36,-180
ECHOSTAR 16,2,-90,-176
,1,22,-180
YAOGAN-16 01A,4,-90,-146
,1,23,-180
YAOGAN-16 01B,5,-90,112
,1,-61,-180
YAOGAN-16 01C,3,-90,-123
,1,17,-180
ZHONGXING-12,2,-90,68
,1,6,-180
PLEIADES 1B,1,-90,129
,1,29,-180
EUTELSAT 70B,1,-90,-106
,1,-64,-180
YAMAL 402,5,-90,178
,1,-3,-180
GOKTURK 2,1,-90,100
,1,-54,-180
SKYNET 5D,4,-90,-142
,1,84,-180
MEXSAT 3,3,-90,-118
,1,50,-180
COSMOS 2482,1,-90,34
,1,-32,-180
COSMOS 2483,4,-90,-95
,1,-89,-180
COSMOS 2484,3,-90,94
,1,-60,-180
TDRS 11,3,-90,176
,1,27,-180
GLOBALSTAR M097,2,-90,-153
,1,-46,-180
GLOBALSTAR M093,2,-90,-7
,1,49,-180
GLOBALSTAR M094,2,-90,-19
,1,60,-180
GLOBALSTAR M096,1,-90,-52
,1,-66,-180
GLOBALSTAR M078,2,-90,6
,1,79,-180
GLOBALSTAR M095,1,-90,-39
,1,-60,-180
AMAZONAS 3,5,-90,157
,1,-82,-180
AZERSPACE 1,2,-90,-178
,1,-59,-180
LANDSAT 8,3,-90,5
,1,-53,-180
SARAL,3,-90,26
,1,-45,-180
SAPPHIRE,3,-90,-2
,1,-52,-180
NEOSSAT,1,-90,21
,1,45,-180
STRAND-1,2,-90,78
,1,-62,-180
BRITE-AUSTRIA,5,-90,-114
,1,-84,-180
SBIRS GEO-2 (USA 241),5,-90,-6
,1,19,-180
EUTELSAT 117 WEST A,1,-90,-34
,1,56,-180
ANIK G1,3,-90,-141
,1,-81,-180
GAOFEN-1,1,-90,36
,1,14,-180
NEE-01 PEGASO,1,-90,-31
,1,-78,-180
COSMOS 2485 [GLONASS-M],4,-90,-115
,1,41,-180
ZHONGXING-11,2,-90,-57
,1,-44,-180
PROBA-V,5,-90,134
,1,4,-180
VNREDSAT 1,2,-90,149
,1,-18,-180
EUTELSAT 7B,3,-90,133
,1,-55,-180
NAVSTAR 68 (USA 242),2,-90,-129
,1,33,-180
WGS F5 (USA 243),5,-90,-53
,1,26,-180
SES-6,5,-90,-162
,1,17,-180
COSMOS 2486,3,-90,98
,1,51,-180
O3B FM5,3,-90,-69
,1,-82,-180
O3B FM4,4,-90,-1
,1,-64,-180
O3B FM2,1,-90,-148
,1,12,-180
O3B PFM,3,-90,105
,1,50,-180
IRIS,5,-90,93
,1,55,-180
IRNSS-1A,3,-90,4
,1,9,-180
SJ-11-05,1,-90,78
,1,-43,-180
MUOS-2,1,-90,-67
,1,82,-180
SHIYAN-7 (SY-7),3,-90,-33
,1,69,-180
CHUANGXIN-3 (CX-3),1,-90,-167
,1,-90,-180
SHIJIAN-15 (SJ-15),5,-90,-137
,1,79,-180
ALPHASAT,5,-90,178
,1,-5,-180
INSAT-3D,4,-90,67
,1,-20,-180
WGS F6 (USA 244),2,-90,-172
,1,25,-180
ARIRANG-5 (KOMPSAT-5),2,-90,-78
,1,-16,-180
ES'HAIL 1,2,-90,-124
,1,17,-180
GSAT-7,3,-90,-31
,1,78,-180
AMOS-4,1,-90,63
,1,24,-180
YAOGAN-17 01A,2,-90,10
,1,-55,-180
YAOGAN-17 01B,2,-90,10
,1,-6,-180
YAOGAN-17 01C,4,-90,44
,1,81,-180
GONETS-M 5,1,-90,88
,1,69,-180
GONETS-M 6,1,-90,-107
,1,76,-180
GONETS-M 7,2,-90,-59
,1,-36,-180
HISAKI (SPRINT-A),5,-90,30
,1,84,-180
AEHF-3 (USA 246),5,-90,-21
,1,61,-180
FENGYUN 3C,3,-90,-18
,1,24,-180
CASSIOPE,5,-90,-134
,1,-5,-180
POPACS 1,1,-90,65
,1,44,-180
POPACS 2,3,-90,-164
,1,70,-180
POPACS 3,5,-90,97
,1,-15,-180
ASTRA 2E,5,-90,58
,1,-57,-180
SHIJIAN-16 (SJ-16),2,-90,-138
,1,-9,-180
FM-6,3,-90,102
,1,47,-180
RADUGA-1M 3,3,-90,86
,1,45,-180
YAOGAN-19,1,-90,-177
,1,-29,-180
APRIZESAT 7,3,-90,-37
,1,-79,-180
ZACUBE-1 (TSHEPISOSAT),5,-90,-99
,1,-36,-180
SKYSAT-A,3,-90,72
,1,1,-180
DUBAISAT-2,2,-90,-78
,1,-63,-180
OPTOS,3,-90,-169
,1,63,-180
STSAT-3,1,-90,-136
,1,-72,-180
WNISAT-1,4,-90,166
,1,61,-180
APRIZESAT 8,4,-90,90
,1,0,-180
TRITON-1,5,-90,2
,1,-85,-180
GOMX-1,4,-90,-129
,1,-1,-180
FIRST-MOVE,2,-90,74
,1,67,-180
CUBEBUG-2 (LO-74),1,-90,7
,1,88,-180
NEE-02 KRYSAOR,4,-90,-136
,1,37,-180
FUNCUBE-1 (AO-73),2,-90,135
,1,47,-180
UWE-3,2,-90,41
,1,26,-180
SWARM B,3,-90,-64
,1,59,-180
SWARM A,1,-90,-11
,1,-70,-180
SWARM C,3,-90,-90
,1,28,-180
SHIYAN-5 (SY-5),1,-90,-50
,1,28,-180
SES-8,2,-90,-172
,1,-82,-180
ALICE,3,-90,32
,1,76,-180
SMDC ONE 2.4,5,-90,105
,1,34,-180
MCUBED-2,4,-90,59
,1,66,-180
TACSAT 6,3,-90,-124
,1,-7,-180
SMDC ONE 2.3,2,-90,-170
,1,-22,-180
INMARSAT 5-F1,1,-90,-29
,1,19,-180
TKSAT-1 (TUPAC KATARI),2,-90,-115
,1,2,-180
COSMOS 2488,1,-90,-7
,1,68,-180
COSMOS 2489,4,-90,173
,1,-57,-180
COSMOS 2490,4,-90,-105
,1,67,-180
EXPRESS-AM5,4,-90,19
,1,-79,-180
COSMOS 2493 (SKRL-756 1),2,-90,53
,1,-41,-180
COSMOS 2494 (SKRL-756 2),5,-90,165
,1,-60,-180
GSAT-14,1,-90,2
,1,-56,-180
THAICOM 6,4,-90,141
,1,-37,-180
TDRS 12,5,-90,-60
,1,-20,-180
ABS-2,3,-90,-24
,1,-80,-180
ATHENA-FIDUS,4,-90,-163
,1,-51,-180
TURKSAT 4A,1,-90,-26
,1,-80,-180
NAVSTAR 69 (USA 248),4,-90,-29
,1,-33,-180
GPM-CORE,3,-90,13
,1,48,-180
EXPRESS-AT1,1,-90,-77
,1,53,-180
EXPRESS-AT2,5,-90,-128
,1,60,-180
AMAZONAS 4A,3,-90,153
,1,-80,-180
ASTRA 5B,1,-90,-106
,1,28,-180
COSMOS 2492 [GLONASS-M],3,-90,-4
,1,80,-180
SJ-11-06,1,-90,132
,1,-33,-180
SENTINEL-1A,5,-90,-37
,1,-59,-180
IRNSS-1B,3,-90,167
,1,6,-180
LUCH-5V,5,-90,-66
,1,-86,-180
KAZSAT-3,2,-90,122
,1,-53,-180
KAZEOSAT 1,3,-90,-105
,1,24,-180
NAVSTAR 70 (USA 251),1,-90,-167
,1,34,-180
COSMOS 2496,3,-90,140
,1,65,-180
COSMOS 2497,4,-90,-157
,1,54,-180
COSMOS 2498,2,-90,-115
,1,-49,-180
ALOS-2,5,-90,-137
,1,-25,-180
UNIFORM 1,3,-90,109
,1,-12,-180
SOCRATES,3,-90,56
,1,-78,-180
RISING 2,4,-90,146
,1,-87,-180
EUTELSAT 3B,2,-90,-14
,1,36,-180
COSMOS 2500 [GLONASS-M],3,-90,44
,1,-86,-180
KAZEOSAT 2,1,-90,44
,1,85,-180
HODOYOSHI-4,2,-90,-160
,1,-44,-180
UNISAT-6,5,-90,177
,1,11,-180
DEIMOS-2,3,-90,131
,1,-68,-180
BUGSAT-1 (TITA),3,-90,8
,1,77,-180
HODOYOSHI-3,5,-90,163
,1,47,-180
SAUDISAT 4,2,-90,89
,1,8,-180
APRIZESAT 9,1,-90,-31
,1,34,-180
APRIZESAT 10,1,-90,123
,1,-41,-180
BRITE-CA1 (TORONTO),5,-90,-60
,1,-36,-180
DUCHIFAT-1,2,-90,-78
,1,-12,-180
NANOSATC-BR1,4,-90,82
,1,-55,-180
QB50P1,1,-90,58
,1,56,-180
DTUSAT-2,2,-90,13
,1,-4,-180
QB50P2,4,-90,156
,1,72,-180
PERSEUS-M2,1,-90,-127
,1,74,-180
PERSEUS-M1,3,-90,113
,1,-87,-180
POLYITAN-1,3,-90,107
,1,54,-180
TIGRISAT,3,-90,-172
,1,83,-180
LEMUR-1,4,-90,-48
,1,-85,-180
AEROCUBE 6A,2,-90,39
,1,34,-180
AEROCUBE 6B,2,-90,-100
,1,-28,-180
SPOT 7,1,-90,-174
,1,65,-180
CANX-4,2,-90,-130
,1,36,-180
CANX-5,4,-90,-94
,1,-70,-180
OCO 2,1,-90,-173
,1,-28,-180
GONETS-M 8,5,-90,93
,1,-12,-180
GONETS-M 9,4,-90,-147
,1,69,-180
GONETS-M 10,3,-90,-64
,1,-41,-180
METEOR-M 2,5,-90,69
,1,-23,-180
DX1,5,-90,-156
,1,-50,-180
SKYSAT-B,2,-90,94
,1,24,-180
UKUBE-1,5,-90,-156
,1,-21,-180
TECHDEMOSAT-1 (TDS-1),1,-90,-59
,1,48,-180
O3B FM3,4,-90,-167
,1,33,-180
O3B FM7,5,-90,-76
,1,-44,-180
O3B FM6,2,-90,-94
,1,8,-180
O3B FM8,4,-90,-117
,1,-62,-180
ORBCOMM FM109,2,-90,-94
,1,-42,-180
ORBCOMM FM107,1,-90,-46
,1,38,-180
NAVSTAR 71 (USA 256),3,-90,-43
,1,-70,-180
ASIASAT 8 (AMOS-7),3,-90,-161
,1,-26,-180
YAOGAN-20 01A,5,-90,101
,1,-3,-180
YAOGAN-20 01B,3,-90,170
,1,-72,-180
YAOGAN-20 01C,3,-90,-68
,1,46,-180
WORLDVIEW-3 (WV-3),5,-90,-99
,1,-44,-180
GAOFEN-2,2,-90,-71
,1,-29,-180
BRITE-PL2 (HEWELIUSZ),2,-90,-62
,1,-86,-180
GSAT0201 (GALILEO 5),5,-90,-161
,1,-87,-180
GSAT0202 (GALILEO 6),3,-90,7
,1,5,-180
LING QIAO,3,-90,40
,1,-61,-180
CHUANGXIN 1-04 (CX-1-04),5,-90,-103
,1,-6,-180
ASIASAT 6,4,-90,131
,1,-15,-180
YAOGAN-21,2,-90,68
,1,-18,-180
OPTUS 10,2,-90,-117
,1,-57,-180
MEASAT-3B,3,-90,-113
,1,84,-180
LUCH (OLYMP-K 1),2,-90,-173
,1,-33,-180
SJ-11-07,2,-90,-88
,1,69,-180
HIMAWARI-8,4,-90,-107
,1,74,-180
IRNSS-1C,2,-90,107
,1,37,-180
INTELSAT 30 (IS-30),5,-90,117
,1,79,-180
ARSAT 1,2,-90,-160
,1,-44,-180
YAOGAN-22,1,-90,-122
,1,-85,-180
EXPRESS-AM6,5,-90,-36
,1,79,-180
SJ-11-08,1,-90,-53
,1,-75,-180
NAVSTAR 72 (USA 258),4,-90,93
,1,22,-180
MERIDIAN 7,4,-90,-35
,1,-39,-180
ASNARO,5,-90,-89
,1,52,-180
YAOGAN-24,5,-90,-179
,1,57,-180
COSMOS 2501 [GLONASS-K],3,-90,128
,1,0,-180
GSAT-16,4,-90,159
,1,10,-180
DIRECTV 14,5,-90,115
,1,55,-180
CBERS 4,4,-90,107
,1,22,-180
YAOGAN-25 01A,5,-90,-82
,1,-83,-180
YAOGAN-25 01B,2,-90,111
,1,53,-180
YAOGAN-25 01C,2,-90,78
,1,-17,-180
YAMAL 401,5,-90,64
,1,-59,-180
O3B FM10,4,-90,-90
,1,68,-180
O3B FM11,4,-90,-76
,1,76,-180
O3B FM12,2,-90,6
,1,-29,-180
O3B FM9,4,-90,175
,1,13,-180
COSMOS 2502,5,-90,32
,1,-42,-180
YAOGAN-26,2,-90,-155
,1,-53,-180
ASTRA 2G,3,-90,-87
,1,9,-180
FENGYUN 2G,2,-90,87
,1,-25,-180
MUOS-3,1,-90,-24
,1,-50,-180
SMAP,1,-90,-65
,1,-4,-180
INMARSAT 5-F2,5,-90,-60
,1,0,-180
COSMOS 2503,3,-90,54
,1,4,-180
ABS-3A,4,-90,106
,1,-80,-180
EUTELSAT 115 WEST B,2,-90,86
,1,-83,-180
MMS 1,1,-90,58
,1,30,-180
MMS 2,5,-90,-104
,1,15,-180
MMS 3,3,-90,32
,1,8,-180
MMS 4,2,-90,157
,1,-29,-180
EXPRESS-AM7,3,-90,-86
,1,-35,-180
NAVSTAR 73 (USA 260),3,-90,149
,1,57,-180
KOMPSAT-3A,5,-90,37
,1,-39,-180
GSAT0203 (GALILEO 7),5,-90,55
,1,39,-180
GSAT0204 (GALILEO 8),1,-90,-96
,1,18,-180
IRNSS-1D,5,-90,-126
,1,79,-180
BEIDOU-3S IGSO-1S,3,-90,-176
,1,9,-180
GONETS-M 11,1,-90,-89
,1,86,-180
GONETS-M 12,2,-90,-113
,1,85,-180
GONETS-M 13,4,-90,46
,1,46,-180
COSMOS 2504,5,-90,130
,1,-42,-180
THOR 7,1,-90,-15
,1,-74,-180
TURKMENALEM52E/MONACOSAT,1,-90,-180
,1,88,-180
DIRECTV 15,2,-90,131
,1,-24,-180
SKY MEXICO-1,5,-90,39
,1,33,-180
SENTINEL-2A,5,-90,27
,1,-63,-180
COSMOS 2506,2,-90,140
,1,66,-180
GAOFEN-8,5,-90,-40
,1,26,-180
DMC3-FM1,3,-90,-174
,1,62,-180
DMC3-FM2,2,-90,-63
,1,32,-180
DMC3-FM3,5,-90,-7
,1,14,-180
CARBONITE 1 (CBNT-1),3,-90,116
,1,8,-180
NAVSTAR 74 (USA 262),5,-90,-107
,1,32,-180
METEOSAT-11 (MSG-4),2,-90,-68
,1,69,-180
STAR ONE C4,2,-90,-56
,1,83,-180
WGS F7 (USA 263),3,-90,-54
,1,-17,-180
BEIDOU-3S M2S,1,-90,-131
,1,-9,-180
BEIDOU-3S M1S,4,-90,33
,1,66,-180
INTELSAT 34 (IS-34),2,-90,-134
,1,-59,-180
EUTELSAT 8 WEST B,2,-90,110
,1,-90,-180
YAOGAN-27,2,-90,-116
,1,-25,-180
GSAT-6,3,-90,112
,1,58,-180
INMARSAT 5-F3,2,-90,-34
,1,30,-180
MUOS-4,2,-90,-53
,1,-29,-180
GSAT0205 (GALILEO 9),5,-90,132
,1,-27,-180
GSAT0206 (GALILEO 10),5,-90,65
,1,-10,-180
TJS-1,2,-90,-89
,1,22,-180
GAOFEN-9 01,2,-90,8
,1,55,-180
EXPRESS-AM8,5,-90,15
,1,83,-180
LILACSAT-2,1,-90,178
,1,-76,-180
COSMOS 2507,3,-90,-175
,1,-70,-180
COSMOS 2508,5,-90,87
,1,8,-180
COSMOS 2509,2,-90,57
,1,21,-180
ASTROSAT,2,-90,133
,1,-76,-180
LAPAN-A2 (IO-86),2,-90,13
,1,74,-180
BEIDOU-3S IGSO-2S,5,-90,10
,1,41,-180
SKY MUSTER 1 (NBN1A),3,-90,99
,1,64,-180
ARSAT 2,3,-90,-22
,1,11,-180
MORELOS 3,5,-90,-139
,1,-5,-180
LINGQIAO VIDEO A,2,-90,-111
,1,-4,-180
LINGQIAO VIDEO B,5,-90,-94
,1,74,-180
JILIN-1,4,-90,30
,1,66,-180
AEROCUBE 5C,5,-90,75
,1,-61,-180
AEROCUBE 7,5,-90,9
,1,19,-180
FOX-1A (AO-85),1,-90,-86
,1,-33,-180
SINOD-D 1,1,-90,104
,1,-66,-180
SNAP-3 ALICE,1,-90,141
,1,46,-180
LMRST-SAT,3,-90,-158
,1,-72,-180
SNAP-3 EDDIE,3,-90,126
,1,87,-180
PROPCUBE 3,5,-90,128
,1,-9,-180
BISONSAT,5,-90,92
,1,-50,-180
SNAP-3 JIMI,5,-90,-103
,1,-43,-180
PROPCUBE 1 (FLORA),1,-90,-35
,1,74,-180
SINOD-D 3,5,-90,-134
,1,40,-180
APSTAR-9,1,-90,16
,1,20,-180
TURKSAT 4B,2,-90,-99
,1,-59,-180
TIANHUI 1-03,2,-90,-166
,1,19,-180
NAVSTAR 75 (USA 265),5,-90,72
,1,-12,-180
ZHONGXING-2C,1,-90,-9
,1,75,-180
YAOGAN-28,4,-90,56
,1,-9,-180
GSAT-15,1,-90,-83
,1,49,-180
BADR-7 (ARABSAT-6B),5,-90,-88
,1,-27,-180
COSMOS 2510,1,-90,-67
,1,-68,-180
LAOSAT 1,2,-90,36
,1,40,-180
TELSTAR 12V,3,-90,-35
,1,38,-180
YAOGAN-29,1,-90,17
,1,37,-180
ELEKTRO-L 2,4,-90,92
,1,70,-180
COSMOS 2513,5,-90,6
,1,-80,-180
VELOX-CI,5,-90,-55
,1,27,-180
KENT RIDGE 1,4,-90,-152
,1,-47,-180
TELEOS-1,3,-90,54
,1,-25,-180
DAMPE,3,-90,92
,1,-49,-180
GSAT0209 (GALILEO 12),5,-90,144
,1,-45,-180
GSAT0208 (GALILEO 11),4,-90,19
,1,-52,-180
ORBCOMM FM114,2,-90,-173
,1,-40,-180
ORBCOMM FM110,3,-90,137
,1,-31,-180
ORBCOMM FM118,3,-90,70
,1,-83,-180
ORBCOMM FM112,5,-90,39
,1,-56,-180
ORBCOMM FM113,1,-90,-46
,1,8,-180
ORBCOMM FM108,5,-90,-37
,1,60,-180
ORBCOMM FM117,4,-90,-178
,1,-4,-180
ORBCOMM FM116,1,-90,-89
,1,42,-180
EXPRESS-AMU1,1,-90,131
,1,62,-180
GAOFEN-4,2,-90,-134
,1,-24,-180
BELINTERSAT-1,2,-90,74
,1,-44,-180
JASON-3,3,-90,163
,1,-86,-180
IRNSS-1E,2,-90,-139
,1,66,-180
EUTELSAT 9B,2,-90,-109
,1,-12,-180
NAVSTAR 76 (USA 266),4,-90,-107
,1,-23,-180
COSMOS 2514 [GLONASS-M],5,-90,-80
,1,-75,-180
SENTINEL-3A,5,-90,-54
,1,-34,-180
HORYU-4,3,-90,-89
,1,73,-180
SES-9,4,-90,85
,1,33,-180
EUTELSAT 65 WEST A,2,-90,-132
,1,31,-180
IRNSS-1F,4,-90,-53
,1,14,-180
COSMOS 2515,5,-90,150
,1,20,-180
BEIDOU-2 IGSO-6,2,-90,136
,1,-13,-180
IRNSS-1G,3,-90,-116
,1,-31,-180
JCSAT-2B,2,-90,141
,1,62,-180
YAOGAN-30 01,4,-90,137
,1,64,-180
GSAT0211 (GALILEO 14),3,-90,-110
,1,0,-180
GSAT0210 (GALILEO 13),3,-90,-113
,1,38,-180
THAICOM 8,2,-90,-129
,1,15,-180
ZIYUAN 3-2 (ZY 3-2),5,-90,8
,1,23,-180
COSMOS 2517 (GEO-IK 2),3,-90,137
,1,30,-180
INTELSAT 31 (IS-31),2,-90,107
,1,-44,-180
BEIDOU-2 G7,2,-90,44
,1,-14,-180
ABS-2A (MONGOLSAT-1),2,-90,-129
,1,-18,-180
EUTELSAT 117 WEST B,5,-90,13
,1,2,-180
BRISAT,2,-90,-152
,1,32,-180
ECHOSTAR 18,5,-90,117
,1,-32,-180
CARTOSAT-2C,4,-90,-144
,1,60,-180
SKYSAT-C1,1,-90,-17
,1,-21,-180
LAPAN-A3,1,-90,-10
,1,43,-180
BIROS,3,-90,-17
,1,-38,-180
M3MSAT,5,-90,-4
,1,-37,-180
MUOS-5,3,-90,133
,1,-23,-180
SJ 16-02,5,-90,-77
,1,69,-180
TIANTONG-1 1,2,-90,-31
,1,59,-180
GAOFEN-3,4,-90,-133
,1,79,-180
JCSAT-16,1,-90,-176
,1,-17,-180
QSS (MOZI),1,-90,-129
,1,53,-180
INTELSAT 36 (IS-36),3,-90,-13
,1,-46,-180
INSAT-3DR,3,-90,-96
,1,58,-180
PERUSAT 1,3,-90,138
,1,38,-180
SKYSAT-C4,1,-90,95
,1,11,-180
SKYSAT-C5,1,-90,147
,1,25,-180
SKYSAT-C2,5,-90,-14
,1,72,-180
SKYSAT-C3,5,-90,-65
,1,-29,-180
PISAT,2,-90,55
,1,45,-180
ALSAT 1B,1,-90,47
,1,-11,-180
ALSAT 2B,1,-90,-107
,1,11,-180
PATHFINDER 1,3,-90,164
,1,44,-180
SCATSAT 1,3,-90,45
,1,-86,-180
GSAT-18,2,-90,-38
,1,-36,-180
SKY MUSTER 2 (NBN1B),5,-90,173
,1,84,-180
HIMAWARI-9,1,-90,-179
,1,52,-180
SHIJIAN-17 (SJ-17),3,-90,-139
,1,58,-180
XPNAV-1,1,-90,-155
,1,82,-180
CAS-2T & KS-1Q,2,-90,125
,1,77,-180
RAVAN,4,-90,-119
,1,49,-180
CELTEE 1,2,-90,-132
,1,71,-180
OPTICUBE 04,3,-90,-132
,1,-59,-180
AEROCUBE 8D,1,-90,-34
,1,17,-180
AEROCUBE 8C,1,-90,13
,1,-2,-180
PROMETHEUS 2-1,3,-90,73
,1,72,-180
PROMETHEUS 2-3,5,-90,31
,1,-46,-180
YUNHAI-1 01,2,-90,45
,1,-63,-180
GSAT0207 (GALILEO 15),5,-90,-49
,1,3,-180
GSAT0212 (GALILEO 16),4,-90,-25
,1,-7,-180
GSAT0213 (GALILEO 17),2,-90,66
,1,-76,-180
GSAT0214 (GALILEO 18),3,-90,6
,1,-70,-180
GOES 16,4,-90,-104
,1,17,-180
TIANLIAN 1-04,4,-90,-10
,1,70,-180
GOKTURK 1A,3,-90,55
,1,-31,-180
RESOURCESAT-2A,5,-90,-152
,1,47,-180
WGS F8 (USA 272),4,-90,-33
,1,-67,-180
FENGYUN 4A,5,-90,-166
,1,30,-180
CYGFM05,3,-90,69
,1,-81,-180
CYGFM04,4,-90,-93
,1,4,-180
CYGFM02,2,-90,-134
,1,46,-180
CYGFM01,1,-90,145
,1,-33,-180
CYGFM08,4,-90,160
,1,-40,-180
CYGFM07,1,-90,39
,1,-54,-180
CYGFM03,3,-90,88
,1,-6,-180
ECHOSTAR 19,5,-90,31
,1,48,-180
ARASE (ERG),2,-90,116
,1,-82,-180
TANSAT,4,-90,144
,1,-52,-180
YIJIAN,3,-90,-54
,1,78,-180
SPARK 1,5,-90,-120
,1,13,-180
SPARK 2,4,-90,150
,1,6,-180
JCSAT-110A (JCSAT-15),3,-90,-2
,1,-45,-180
STAR ONE D1,2,-90,29
,1,-51,-180
TJS-2,3,-90,154
,1,-11,-180
JILIN-1 03,3,-90,-8
,1,80,-180
KAIDUN 1,4,-90,-161
,1,1,-180
IRIDIUM 106,3,-90,23
,1,-8,-180
IRIDIUM 103,3,-90,-3
,1,-8,-180
IRIDIUM 109,5,-90,67
,1,-38,-180
IRIDIUM 102,4,-90,111
,1,87,-180
IRIDIUM 105,2,-90,111
,1,-31,-180
IRIDIUM 104,5,-90,39
,1,-10,-180
IRIDIUM 114,5,-90,104
,1,-35,-180
IRIDIUM 108,1,-90,-95
,1,-15,-180
IRIDIUM 112,1,-90,-127
,1,20,-180
IRIDIUM 111,2,-90,67
,1,29,-180
SBIRS GEO-4 (USA 273),1,-90,-175
,1,30,-180
HISPASAT 36W-1,2,-90,87
,1,60,-180
TELKOM 3S,5,-90,-56
,1,20,-180
INTELSAT 32E (IS-32E),5,-90,144
,1,-35,-180
CARTOSAT-2D,4,-90,69
,1,-76,-180
SENTINEL-2B,3,-90,22
,1,-42,-180
ECHOSTAR 23,2,-90,129
,1,-69,-180
WGS F9 (USA 275),5,-90,-89
,1,52,-180
SES-10,3,-90,-46
,1,-2,-180
CHINASAT 16 (SJ-13),3,-90,94
,1,-65,-180
KOREASAT 7,2,-90,-108
,1,9,-180
SGDC,5,-90,-87
,1,-11,-180
GSAT-9,4,-90,-115
,1,-28,-180
INMARSAT 5-F4,1,-90,48
,1,-65,-180
SES-15,4,-90,152
,1,-19,-180
COSMOS 2518,4,-90,-134
,1,-16,-180
QZS-2 (MICHIBIKI-2),5,-90,3
,1,48,-180
VIASAT-2,3,-90,92
,1,54,-180
EUTELSAT 172B,3,-90,29
,1,-51,-180
GSAT-19,5,-90,168
,1,-84,-180
ECHOSTAR 21,3,-90,-176
,1,73,-180
HXMT (HUIYAN),4,-90,176
,1,1,-180
ZHUHAI-1 02 (CAS-4B),5,-90,-128
,1,21,-180
NUSAT-3 (MILANESAT),2,-90,-5
,1,-83,-180
ZHUHAI-1 01 (CAS-4A),4,-90,147
,1,73,-180
CARTOSAT-2E,4,-90,-69
,1,-66,-180
BULGARIASAT-1,2,-90,100
,1,-26,-180
IRIDIUM 113,2,-90,-95
,1,17,-180
IRIDIUM 123,3,-90,96
,1,-38,-180
IRIDIUM 120,2,-90,-141
,1,-83,-180
IRIDIUM 115,1,-90,-97
,1,-82,-180
IRIDIUM 118,4,-90,-25
,1,-30,-180
IRIDIUM 117,1,-90,151
,1,-23,-180
IRIDIUM 126,5,-90,39
,1,54,-180
IRIDIUM 124,1,-90,134
,1,72,-180
IRIDIUM 128,5,-90,-156
,1,-53,-180
IRIDIUM 121,3,-90,-15
,1,88,-180
HELLAS-SAT 3,3,-90,-108
,1,-13,-180
GSAT-17,2,-90,-75
,1,-5,-180
INTELSAT 35E (IS-35E),3,-90,-13
,1,-80,-180
KANOPUS-V-IK,4,-90,174
,1,87,-180
NORSAT 1,1,-90,129
,1,70,-180
NORSAT 2,1,-90,-158
,1,-54,-180
TECHNOSAT,3,-90,138
,1,-24,-180
FLYING LAPTOP,5,-90,-174
,1,43,-180
WNISAT 1R,1,-90,-28
,1,-36,-180
LEMUR-2-GREENBERG,3,-90,-165
,1,75,-180
LEMUR-2-ANDIS,1,-90,6
,1,-87,-180
LEMUR-2-MONSON,1,-90,105
,1,-38,-180
LEMUR-2-FURIAUS,4,-90,-55
,1,-66,-180
LEMUR-2-PETERG,5,-90,60
,1,-41,-180
LEMUR-2-DEMBITZ,4,-90,130
,1,46,-180
NANOACE,1,-90,107
,1,24,-180
LEMUR-2-ZACHARY,5,-90,139
,1,77,-180
CORVUS BC2,4,-90,-76
,1,58,-180
CORVUS BC1,2,-90,-14
,1,-63,-180
COSMOS 2520,3,-90,103
,1,-46,-180
TDRS 13,1,-90,80
,1,62,-180
QZS-3 (MICHIBIKI-3),1,-90,-157
,1,71,-180
FORMOSAT-5,2,-90,135
,1,64,-180
ORS-5 SENSORSAT,3,-90,56
,1,-49,-180
AMAZONAS 5,4,-90,-8
,1,9,-180
COSMOS 2522 [GLONASS-M],1,-90,-58
,1,78,-180
ASIASAT 9,2,-90,-85
,1,83,-180
YAOGAN-30 02A,5,-90,-133
,1,11,-180
YAOGAN-30 02B,3,-90,162
,1,66,-180
YAOGAN-30 02C,2,-90,113
,1,4,-180
INTELSAT 37E (IS-37E),5,-90,34
,1,-44,-180
BSAT-4A,4,-90,-56
,1,14,-180
VRSS-2,5,-90,59
,1,32,-180
IRIDIUM 133,1,-90,-157
,1,-55,-180
IRIDIUM 100,1,-90,108
,1,9,-180
IRIDIUM 122,4,-90,152
,1,-10,-180
IRIDIUM 129,3,-90,-69
,1,-77,-180
IRIDIUM 119,4,-90,123
,1,38,-180
IRIDIUM 107,3,-90,2
,1,-66,-180
IRIDIUM 132,2,-90,-32
,1,-16,-180
IRIDIUM 136,1,-90,-95
,1,76,-180
IRIDIUM 139,3,-90,125
,1,-49,-180
IRIDIUM 125,5,-90,-162
,1,-22,-180
