name,risk_level,latitude,longitude
,1,89,-180
GSAT-10,3,-90,-62
,1,67,-180
VRSS-1,3,-90,-120
,1,-41,-180
NAVSTAR 67 (USA 239),1,-90,-47
,1,42,-180
GSAT0103 (GALILEO-FM3),1,-90,115
,1,-81,-180
SJ-9A,3,-90,-20
,1,61,-180
SJ-9B,2,-90,6
,1,-43,-180
INTELSAT 23 (IS-23),3,-90,-113
,1,-50,-180
BEIDOU-2 G6,1,-90,38
,1,-38,-180
LUCH-5B,2,-90,93
,1,30,-180
YAMAL 300K,3,-90,173
,1,38,-180
STAR ONE C3,5,-90,-117
,1,-5,-180
EUTELSAT 21B,4,-90,-8
,1,-82,-180
ECHOSTAR 16,1,-90,-111
,1,10,-180
YAOGAN-16 01A,5,-90,101
,1,52,-180
YAOGAN-16 01B,4,-90,5
,1,-4,-180
YAOGAN-16 01C,1,-90,160
,1,-90,-180
ZHONGXING-12,3,-90,-84
,1,19,-180
PLEIADES 1B,3,-90,-6
,1,73,-180
EUTELSAT 70B,5,-90,27
,1,-82,-180
YAMAL 402,4,-90,-6
,1,65,-180
GOKTURK 2,2,-90,62
,1,-42,-180
SKYNET 5D,2,-90,-112
,1,28,-180
MEXSAT 3,3,-90,-28
,1,32,-180
COSMOS 2482,2,-90,-28
,1,-65,-180
COSMOS 2483,3,-90,177
,1,-28,-180
COSMOS 2484,3,-90,134
,1,-58,-180
TDRS 11,1,-90,-111
,1,-57,-180
GLOBALSTAR M097,4,-90,142
,1,-44,-180
GLOBALSTAR M093,1,-90,113
,1,-4,-180
GLOBALSTAR M094,5,-90,-129
,1,-25,-180
GLOBALSTAR M096,3,-90,21
,1,8,-180
GLOBALSTAR M078,4,-90,-139
,1,6,-180
GLOBALSTAR M095,2,-90,97
,1,-60,-180
AMAZONAS 3,5,-90,148
,1,-62,-180
AZERSPACE 1,5,-90,59
,1,-85,-180
LANDSAT 8,3,-90,-32
,1,17,-180
SARAL,4,-90,-178
,1,-14,-180
SAPPHIRE,2,-90,-63
,1,69,-180
NEOSSAT,5,-90,-45
,1,61,-180
STRAND-1,4,-90,26
,1,-47,-180
BRITE-AUSTRIA,4,-90,39
,1,0,-180
SBIRS GEO-2 (USA 241),1,-90,7
,1,-31,-180
EUTELSAT 117 WEST A,2,-90,-121
,1,80,-180
ANIK G1,5,-90,-81
,1,-58,-180
GAOFEN-1,2,-90,153
,1,-87,-180
NEE-01 PEGASO,5,-90,-178
,1,-19,-180
COSMOS 2485 [GLONASS-M],2,-90,70
,1,82,-180
ZHONGXING-11,2,-90,-121
,1,-44,-180
PROBA-V,2,-90,107
,1,-59,-180
VNREDSAT 1,4,-90,101
,1,71,-180
EUTELSAT 7B,1,-90,165
,1,47,-180
NAVSTAR 68 (USA 242),1,-90,-116
,1,22,-180
WGS F5 (USA 243),3,-90,80
,1,35,-180
SES-6,5,-90,71
,1,-62,-180
COSMOS 2486,2,-90,132
,1,-60,-180
O3B FM5,3,-90,-100
,1,9,-180
O3B FM4,1,-90,-126
,1,64,-180
O3B FM2,4,-90,-60
,1,71,-180
O3B PFM,3,-90,162
,1,-20,-180
IRIS,3,-90,-56
,1,30,-180
IRNSS-1A,5,-90,11
,1,25,-180
SJ-11-05,5,-90,49
,1,40,-180
MUOS-2,5,-90,-8
,1,21,-180
SHIYAN-7 (SY-7),4,-90,103
,1,-27,-180
CHUANGXIN-3 (CX-3),3,-90,-180
,1,-73,-180
SHIJIAN-15 (SJ-15),4,-90,123
,1,-13,-180
ALPHASAT,1,-90,163
,1,55,-180
INSAT-3D,5,-90,142
,1,87,-180
WGS F6 (USA 244),1,-90,-89
,1,36,-180
ARIRANG-5 (KOMPSAT-5),5,-90,-177
,1,-35,-180
ES'HAIL 1,4,-90,127
,1,-6,-180
GSAT-7,2,-90,-113
,1,5,-180
AMOS-4,5,-90,-171
,1,-22,-180
YAOGAN-17 01A,1,-90,135
,1,-80,-180
YAOGAN-17 01B,2,-90,-66
,1,-85,-180
YAOGAN-17 01C,2,-90,82
,1,61,-180
GONETS-M 5,5,-90,168
,1,-90,-180
GONETS-M 6,3,-90,-71
,1,49,-180
GONETS-M 7,5,-90,95
,1,52,-180
HISAKI (SPRINT-A),5,-90,-63
,1,-41,-180
AEHF-3 (USA 246),4,-90,-132
,1,-83,-180
FENGYUN 3C,5,-90,-98
,1,-65,-180
CASSIOPE,4,-90,164
,1,-57,-180
POPACS 1,3,-90,45
,1,24,-180
POPACS 2,3,-90,74
,1,59,-180
POPACS 3,4,-90,-126
,1,60,-180
ASTRA 2E,3,-90,85
,1,39,-180
SHIJIAN-16 (SJ-16),3,-90,167
,1,34,-180
FM-6,2,-90,-48
,1,50,-180
RADUGA-1M 3,2,-90,145
,1,-82,-180
YAOGAN-19,4,-90,-34
,1,34,-180
APRIZESAT 7,2,-90,178
,1,52,-180
ZACUBE-1 (TSHEPISOSAT),4,-90,-178
,1,-27,-180
SKYSAT-A,5,-90,65
,1,65,-180
DUBAISAT-2,1,-90,-127
,1,-81,-180
OPTOS,1,-90,-173
,1,-33,-180
STSAT-3,1,-90,84
,1,67,-180
WNISAT-1,4,-90,2
,1,73,-180
APRIZESAT 8,2,-90,16
,1,-79,-180
TRITON-1,3,-90,-112
,1,22,-180
GOMX-1,3,-90,-64
,1,-58,-180
FIRST-MOVE,4,-90,135
,1,-82,-180
CUBEBUG-2 (LO-74),2,-90,-78
,1,-89,-180
NEE-02 KRYSAOR,2,-90,58
,1,55,-180
FUNCUBE-1 (AO-73),2,-90,73
,1,9,-180
UWE-3,1,-90,-40
,1,13,-180
SWARM B,2,-90,-177
,1,-46,-180
SWARM A,5,-90,72
,1,-70,-180
SWARM C,3,-90,-80
,1,26,-180
SHIYAN-5 (SY-5),3,-90,72
,1,0,-180
SES-8,2,-90,67
,1,72,-180
ALICE,4,-90,44
,1,15,-180
SMDC ONE 2.4,5,-90,-91
,1,79,-180
MCUBED-2,2,-90,122
,1,-27,-180
TACSAT 6,1,-90,20
,1,-32,-180
SMDC ONE 2.3,5,-90,95
,1,64,-180
INMARSAT 5-F1,1,-90,13
,1,60,-180
TKSAT-1 (TUPAC KATARI),5,-90,85
,1,78,-180
COSMOS 2488,4,-90,60
,1,-36,-180
COSMOS 2489,3,-90,-75
,1,36,-180
COSMOS 2490,4,-90,9
,1,-7,-180
EXPRESS-AM5,1,-90,-108
,1,77,-180
COSMOS 2493 (SKRL-756 1),1,-90,15
,1,35,-180
COSMOS 2494 (SKRL-756 2),3,-90,47
,1,-65,-180
GSAT-14,4,-90,-75
,1,11,-180
THAICOM 6,1,-90,103
,1,-35,-180
TDRS 12,5,-90,-119
,1,55,-180
ABS-2,1,-90,133
,1,-79,-180
ATHENA-FIDUS,3,-90,-174
,1,-69,-180
TURKSAT 4A,2,-90,94
,1,24,-180
NAVSTAR 69 (USA 248),4,-90,-149
,1,52,-180
GPM-CORE,1,-90,-21
,1,-9,-180
EXPRESS-AT1,2,-90,-28
,1,-46,-180
EXPRESS-AT2,1,-90,135
,1,-45,-180
AMAZONAS 4A,4,-90,93
,1,21,-180
ASTRA 5B,1,-90,88
,1,57,-180
COSMOS 2492 [GLONASS-M],2,-90,-135
,1,-77,-180
SJ-11-06,5,-90,121
,1,-16,-180
SENTINEL-1A,5,-90,174
,1,89,-180
IRNSS-1B,5,-90,115
,1,65,-180
LUCH-5V,1,-90,-110
,1,28,-180
KAZSAT-3,4,-90,-16
,1,54,-180
KAZEOSAT 1,1,-90,1
,1,-87,-180
NAVSTAR 70 (USA 251),4,-90,-104
,1,-71,-180
COSMOS 2496,4,-90,167
,1,-14,-180
COSMOS 2497,1,-90,23
,1,-28,-180
COSMOS 2498,1,-90,103
,1,-27,-180
ALOS-2,3,-90,66
,1,15,-180
UNIFORM 1,5,-90,-167
,1,-59,-180
SOCRATES,5,-90,-48
,1,24,-180
RISING 2,4,-90,-5
,1,37,-180
EUTELSAT 3B,3,-90,97
,1,-66,-180
COSMOS 2500 [GLONASS-M],5,-90,-155
,1,-88,-180
KAZEOSAT 2,1,-90,-120
,1,-75,-180
HODOYOSHI-4,1,-90,-175
,1,76,-180
UNISAT-6,2,-90,-111
,1,-82,-180
DEIMOS-2,4,-90,71
,1,22,-180
BUGSAT-1 (TITA),5,-90,95
,1,-63,-180
HODOYOSHI-3,1,-90,11
,1,61,-180
SAUDISAT 4,4,-90,-27
,1,54,-180
APRIZESAT 9,1,-90,129
,1,55,-180
APRIZESAT 10,1,-90,86
,1,-39,-180
BRITE-CA1 (TORONTO),5,-90,-127
,1,30,-180
DUCHIFAT-1,3,-90,-45
,1,60,-180
NANOSATC-BR1,3,-90,93
,1,23,-180
QB50P1,5,-90,-16
,1,-90,-180
DTUSAT-2,5,-90,115
,1,43,-180
QB50P2,2,-90,106
,1,12,-180
PERSEUS-M2,4,-90,-165
,1,30,-180
PERSEUS-M1,1,-90,-92
,1,53,-180
POLYITAN-1,4,-90,77
,1,83,-180
TIGRISAT,2,-90,-150
,1,3,-180
LEMUR-1,5,-90,-84
,1,84,-180
AEROCUBE 6A,5,-90,111
,1,-47,-180
AEROCUBE 6B,1,-90,-86
,1,-60,-180
SPOT 7,3,-90,2
,1,-38,-180
CANX-4,4,-90,-109
,1,-73,-180
CANX-5,3,-90,-140
,1,85,-180
OCO 2,4,-90,-77
,1,-86,-180
GONETS-M 8,5,-90,-28
,1,-29,-180
GONETS-M 9,5,-90,-112
,1,-71,-180
GONETS-M 10,3,-90,-4
,1,55,-180
METEOR-M 2,5,-90,36
,1,77,-180
DX1,4,-90,-95
,1,6,-180
SKYSAT-B,3,-90,137
,1,29,-180
UKUBE-1,4,-90,-98
,1,-77,-180
TECHDEMOSAT-1 (TDS-1),4,-90,16
,1,-15,-180
O3B FM3,5,-90,107
,1,86,-180
O3B FM7,5,-90,-28
,1,51,-180
O3B FM6,2,-90,-87
,1,41,-180
O3B FM8,4,-90,-123
,1,-47,-180
ORBCOMM FM109,5,-90,19
,1,68,-180
ORBCOMM FM107,5,-90,-77
,1,37,-180
NAVSTAR 71 (USA 256),2,-90,-52
,1,71,-180
ASIASAT 8 (AMOS-7),3,-90,-137
,1,5,-180
YAOGAN-20 01A,1,-90,0
,1,75,-180
YAOGAN-20 01B,5,-90,-108
,1,-82,-180
YAOGAN-20 01C,3,-90,-164
,1,13,-180
WORLDVIEW-3 (WV-3),4,-90,71
,1,32,-180
GAOFEN-2,5,-90,-19
,1,40,-180
BRITE-PL2 (HEWELIUSZ),4,-90,-154
,1,4,-180
GSAT0201 (GALILEO 5),5,-90,5
,1,18,-180
GSAT0202 (GALILEO 6),3,-90,99
,1,59,-180
LING QIAO,5,-90,-45
,1,-41,-180
CHUANGXIN 1-04 (CX-1-04),5,-90,53
,1,-10,-180
ASIASAT 6,1,-90,115
,1,-82,-180
YAOGAN-21,3,-90,-27
,1,31,-180
OPTUS 10,1,-90,-167
,1,-82,-180
MEASAT-3B,3,-90,147
,1,9,-180
LUCH (OLYMP-K 1),4,-90,6
,1,-63,-180
SJ-11-07,5,-90,-2
,1,84,-180
HIMAWARI-8,1,-90,-151
,1,13,-180
IRNSS-1C,2,-90,-62
,1,-64,-180
INTELSAT 30 (IS-30),4,-90,139
,1,16,-180
ARSAT 1,4,-90,-114
,1,-70,-180
YAOGAN-22,3,-90,74
,1,20,-180
EXPRESS-AM6,4,-90,80
,1,22,-180
SJ-11-08,3,-90,106
,1,-77,-180
NAVSTAR 72 (USA 258),3,-90,-93
,1,51,-180
MERIDIAN 7,1,-90,-87
,1,-6,-180
ASNARO,4,-90,-116
,1,87,-180
YAOGAN-24,3,-90,142
,1,-79,-180
COSMOS 2501 [GLONASS-K],2,-90,48
,1,80,-180
GSAT-16,1,-90,74
,1,-53,-180
DIRECTV 14,1,-90,46
,1,-29,-180
CBERS 4,4,-90,-137
,1,77,-180
YAOGAN-25 01A,3,-90,-13
,1,61,-180
YAOGAN-25 01B,2,-90,101
,1,59,-180
YAOGAN-25 01C,5,-90,-62
,1,-88,-180
YAMAL 401,5,-90,45
,1,-67,-180
O3B FM10,4,-90,155
,1,-75,-180
O3B FM11,2,-90,-107
,1,13,-180
O3B FM12,3,-90,-55
,1,35,-180
O3B FM9,5,-90,-79
,1,-2,-180
COSMOS 2502,3,-90,7
,1,-77,-180
YAOGAN-26,2,-90,15
,1,84,-180
ASTRA 2G,4,-90,-115
,1,-66,-180
FENGYUN 2G,1,-90,150
,1,-9,-180
MUOS-3,3,-90,-178
,1,-52,-180
SMAP,3,-90,151
,1,-36,-180
INMARSAT 5-F2,2,-90,-131
,1,-89,-180
COSMOS 2503,1,-90,-159
,1,72,-180
ABS-3A,2,-90,-82
,1,49,-180
EUTELSAT 115 WEST B,1,-90,73
,1,60,-180
MMS 1,3,-90,127
,1,-83,-180
MMS 2,5,-90,-14
,1,-28,-180
MMS 3,4,-90,-108
,1,2,-180
MMS 4,3,-90,85
,1,75,-180
EXPRESS-AM7,3,-90,25
,1,70,-180
NAVSTAR 73 (USA 260),4,-90,90
,1,15,-180
KOMPSAT-3A,4,-90,-4
,1,8,-180
GSAT0203 (GALILEO 7),4,-90,-126
,1,67,-180
GSAT0204 (GALILEO 8),2,-90,-92
,1,-61,-180
IRNSS-1D,3,-90,-165
,1,-84,-180
BEIDOU-3S IGSO-1S,4,-90,96
,1,-44,-180
GONETS-M 11,1,-90,-60
,1,12,-180
GONETS-M 12,1,-90,96
,1,81,-180
GONETS-M 13,5,-90,140
,1,59,-180
COSMOS 2504,2,-90,4
,1,69,-180
THOR 7,5,-90,125
,1,-15,-180
TURKMENALEM52E/MONACOSAT,4,-90,4
,1,34,-180
DIRECTV 15,5,-90,15
,1,-21,-180
SKY MEXICO-1,3,-90,-99
,1,-63,-180
SENTINEL-2A,4,-90,-158
,1,30,-180
COSMOS 2506,1,-90,-124
,1,-12,-180
GAOFEN-8,5,-90,-90
,1,83,-180
DMC3-FM1,5,-90,0
,1,16,-180
DMC3-FM2,1,-90,-157
,1,29,-180
DMC3-FM3,2,-90,-70
,1,-22,-180
CARBONITE 1 (CBNT-1),5,-90,103
,1,22,-180
NAVSTAR 74 (USA 262),5,-90,-133
,1,-5,-180
METEOSAT-11 (MSG-4),1,-90,8
,1,-69,-180
STAR ONE C4,3,-90,178
,1,19,-180
WGS F7 (USA 263),1,-90,120
,1,30,-180
BEIDOU-3S M2S,2,-90,-36
,1,86,-180
BEIDOU-3S M1S,2,-90,35
,1,36,-180
INTELSAT 34 (IS-34),1,-90,15
,1,8,-180
EUTELSAT 8 WEST B,4,-90,40
,1,25,-180
YAOGAN-27,2,-90,-14
,1,53,-180
GSAT-6,5,-90,102
,1,12,-180
INMARSAT 5-F3,4,-90,11
,1,-19,-180
MUOS-4,3,-90,-56
,1,-79,-180
GSAT0205 (GALILEO 9),2,-90,169
,1,-41,-180
GSAT0206 (GALILEO 10),2,-90,8
,1,-54,-180
TJS-1,2,-90,15
,1,-53,-180
GAOFEN-9 01,2,-90,-52
,1,80,-180
EXPRESS-AM8,4,-90,76
,1,51,-180
LILACSAT-2,5,-90,-63
,1,11,-180
COSMOS 2507,1,-90,-102
,1,-72,-180
COSMOS 2508,2,-90,-12
,1,37,-180
COSMOS 2509,4,-90,-143
,1,21,-180
ASTROSAT,2,-90,-123
,1,54,-180
LAPAN-A2 (IO-86),5,-90,0
,1,-54,-180
BEIDOU-3S IGSO-2S,2,-90,0
,1,82,-180
SKY MUSTER 1 (NBN1A),2,-90,-34
,1,-57,-180
ARSAT 2,2,-90,-152
,1,-11,-180
MORELOS 3,5,-90,6
,1,8,-180
LINGQIAO VIDEO A,4,-90,-100
,1,-49,-180
LINGQIAO VIDEO B,3,-90,159
,1,77,-180
JILIN-1,5,-90,-1
,1,-21,-180
AEROCUBE 5C,1,-90,-85
,1,-32,-180
AEROCUBE 7,2,-90,46
,1,-50,-180
FOX-1A (AO-85),2,-90,12
,1,-69,-180
SINOD-D 1,1,-90,64
,1,-3,-180
SNAP-3 ALICE,4,-90,85
,1,62,-180
LMRST-SAT,5,-90,162
,1,-29,-180
SNAP-3 EDDIE,1,-90,-58
,1,-50,-180
PROPCUBE 3,5,-90,-76
,1,-14,-180
BISONSAT,4,-90,24
,1,57,-180
SNAP-3 JIMI,5,-90,83
,1,-54,-180
PROPCUBE 1 (FLORA),2,-90,133
,1,-5,-180
SINOD-D 3,4,-90,99
,1,-87,-180
APSTAR-9,2,-90,133
,1,-8,-180
TURKSAT 4B,4,-90,-131
,1,-79,-180
TIANHUI 1-03,5,-90,-115
,1,25,-180
NAVSTAR 75 (USA 265),2,-90,126
,1,-58,-180
ZHONGXING-2C,3,-90,170
,1,73,-180
YAOGAN-28,5,-90,-117
,1,-37,-180
GSAT-15,2,-90,116
,1,73,-180
BADR-7 (ARABSAT-6B),1,-90,-53
,1,-41,-180
COSMOS 2510,3,-90,102
,1,24,-180
LAOSAT 1,3,-90,137
,1,64,-180
TELSTAR 12V,4,-90,109
,1,-22,-180
YAOGAN-29,1,-90,-162
,1,-51,-180
ELEKTRO-L 2,2,-90,45
,1,36,-180
COSMOS 2513,4,-90,-148
,1,-90,-180
VELOX-CI,3,-90,76
,1,12,-180
KENT RIDGE 1,2,-90,-57
,1,13,-180
TELEOS-1,4,-90,-43
,1,59,-180
DAMPE,3,-90,9
,1,62,-180
GSAT0209 (GALILEO 12),5,-90,38
,1,54,-180
GSAT0208 (GALILEO 11),1,-90,-3
,1,61,-180
ORBCOMM FM114,1,-90,7
,1,0,-180
ORBCOMM FM110,4,-90,123
,1,-55,-180
ORBCOMM FM118,3,-90,153
,1,7,-180
ORBCOMM FM112,2,-90,140
,1,55,-180
ORBCOMM FM113,2,-90,86
,1,23,-180
ORBCOMM FM108,2,-90,87
,1,-34,-180
ORBCOMM FM117,5,-90,-89
,1,49,-180
ORBCOMM FM116,4,-90,-180
,1,16,-180
EXPRESS-AMU1,3,-90,-122
,1,35,-180
GAOFEN-4,1,-90,-144
,1,-18,-180
BELINTERSAT-1,2,-90,-175
,1,46,-180
JASON-3,4,-90,-45
,1,-29,-180
IRNSS-1E,5,-90,79
,1,62,-180
EUTELSAT 9B,5,-90,-126
,1,-83,-180
NAVSTAR 76 (USA 266),1,-90,-148
,1,12,-180
COSMOS 2514 [GLONASS-M],3,-90,-121
,1,-56,-180
SENTINEL-3A,3,-90,-123
,1,-22,-180
HORYU-4,5,-90,-30
,1,44,-180
SES-9,4,-90,153
,1,68,-180
EUTELSAT 65 WEST A,5,-90,170
,1,-43,-180
IRNSS-1F,2,-90,72
,1,-10,-180
COSMOS 2515,1,-90,91
,1,46,-180
BEIDOU-2 IGSO-6,1,-90,157
,1,-32,-180
IRNSS-1G,1,-90,23
,1,75,-180
JCSAT-2B,4,-90,-18
,1,84,-180
YAOGAN-30 01,1,-90,-49
,1,57,-180
GSAT0211 (GALILEO 14),5,-90,-108
,1,7,-180
GSAT0210 (GALILEO 13),3,-90,-157
,1,76,-180
THAICOM 8,3,-90,-19
,1,-30,-180
ZIYUAN 3-2 (ZY 3-2),1,-90,-166
,1,29,-180
COSMOS 2517 (GEO-IK 2),3,-90,6
,1,-17,-180
INTELSAT 31 (IS-31),2,-90,-139
,1,34,-180
BEIDOU-2 G7,5,-90,94
,1,85,-180
ABS-2A (MONGOLSAT-1),1,-90,24
,1,-38,-180
EUTELSAT 117 WEST B,5,-90,121
,1,6,-180
BRISAT,4,-90,80
,1,-3,-180
ECHOSTAR 18,3,-90,-39
,1,36,-180
CARTOSAT-2C,3,-90,-49
,1,-55,-180
SKYSAT-C1,1,-90,63
,1,-76,-180
LAPAN-A3,2,-90,-32
,1,-4,-180
BIROS,1,-90,-67
,1,0,-180
M3MSAT,2,-90,-60
,1,-71,-180
MUOS-5,4,-90,-172
,1,19,-180
SJ 16-02,3,-90,108
,1,-11,-180
TIANTONG-1 1,1,-90,50
,1,-50,-180
GAOFEN-3,3,-90,75
,1,28,-180
JCSAT-16,1,-90,126
,1,-44,-180
QSS (MOZI),2,-90,31
,1,-20,-180
USA 270,2,-90,-129
,1,-24,-180
USA 271,5,-90,105
,1,81,-180
INTELSAT 36 (IS-36),3,-90,-164
,1,-48,-180
INSAT-3DR,2,-90,3
,1,36,-180
PERUSAT 1,3,-90,105
,1,-45,-180
SKYSAT-C4,3,-90,-108
,1,19,-180
SKYSAT-C5,4,-90,27
,1,46,-180
SKYSAT-C2,5,-90,-81
,1,-74,-180
SKYSAT-C3,2,-90,25
,1,73,-180
PISAT,3,-90,-180
,1,8,-180
ALSAT 1B,3,-90,-39
,1,-55,-180
ALSAT 2B,4,-90,166
,1,-9,-180
PATHFINDER 1,2,-90,-163
,1,0,-180
SCATSAT 1,4,-90,-13
,1,44,-180
GSAT-18,4,-90,-47
,1,84,-180
SKY MUSTER 2 (NBN1B),3,-90,50
,1,20,-180
HIMAWARI-9,3,-90,66
,1,-61,-180
SHIJIAN-17 (SJ-17),1,-90,-121
,1,-82,-180
CAS-2T & KS-1Q,4,-90,61
,1,8,-180
RAVAN,2,-90,-170
,1,87,-180
CELTEE 1,1,-90,-161
,1,2,-180
OPTICUBE 04,4,-90,-83
,1,-89,-180
AEROCUBE 8D,1,-90,56
,1,-36,-180
AEROCUBE 8C,3,-90,12
,1,20,-180
PROMETHEUS 2-1,2,-90,52
,1,60,-180
PROMETHEUS 2-3,5,-90,134
,1,-38,-180
YUNHAI-1 01,2,-90,6
,1,-38,-180
GSAT0207 (GALILEO 15),1,-90,-14
,1,7,-180
GSAT0212 (GALILEO 16),1,-90,-42
,1,-85,-180
GSAT0213 (GALILEO 17),3,-90,115
,1,-10,-180
GSAT0214 (GALILEO 18),2,-90,-179
,1,-79,-180
GOES 16,1,-90,-152
,1,-41,-180
TIANLIAN 1-04,5,-90,-57
,1,-54,-180
GOKTURK 1A,4,-90,-99
,1,-34,-180
RESOURCESAT-2A,1,-90,78
,1,-33,-180
WGS F8 (USA 272),3,-90,-175
,1,36,-180
FENGYUN 4A,5,-90,-28
,1,-87,-180
CYGFM05,4,-90,-174
,1,-78,-180
CYGFM04,5,-90,26
,1,79,-180
CYGFM02,3,-90,46
,1,64,-180
CYGFM01,5,-90,13
,1,-34,-180
CYGFM08,5,-90,147
,1,87,-180
CYGFM07,4,-90,50
,1,-36,-180
CYGFM03,4,-90,123
,1,80,-180
ECHOSTAR 19,2,-90,123
,1,-63,-180
ARASE (ERG),2,-90,-56
,1,-89,-180
TANSAT,2,-90,57
,1,-28,-180
YIJIAN,5,-90,-33
,1,-28,-180
SPARK 1,3,-90,30
,1,-25,-180
SPARK 2,2,-90,158
,1,68,-180
JCSAT-110A (JCSAT-15),3,-90,29
,1,-31,-180
STAR ONE D1,4,-90,-142
,1,43,-180
TJS-2,4,-90,64
,1,73,-180
JILIN-1 03,4,-90,95
,1,-78,-180
KAIDUN 1,2,-90,-106
,1,27,-180
IRIDIUM 106,2,-90,145
,1,-79,-180
IRIDIUM 103,2,-90,-145
,1,1,-180
IRIDIUM 109,4,-90,-15
,1,-42,-180
IRIDIUM 102,4,-90,65
,1,47,-180
IRIDIUM 105,3,-90,-34
,1,72,-180
IRIDIUM 104,1,-90,-164
,1,20,-180
IRIDIUM 114,1,-90,-154
,1,-1,-180
IRIDIUM 108,3,-90,-85
,1,-85,-180
IRIDIUM 112,4,-90,120
,1,76,-180
IRIDIUM 111,1,-90,161
,1,39,-180
SBIRS GEO-4 (USA 273),5,-90,166
,1,58,-180
HISPASAT 36W-1,1,-90,44
,1,-8,-180
TELKOM 3S,4,-90,-59
,1,-78,-180
INTELSAT 32E (IS-32E),3,-90,-107
,1,5,-180
CARTOSAT-2D,2,-90,-149
,1,51,-180
SENTINEL-2B,5,-90,33
,1,-59,-180
ECHOSTAR 23,1,-90,76
,1,21,-180
WGS F9 (USA 275),5,-90,112
,1,26,-180
SES-10,1,-90,-32
,1,-46,-180
CHINASAT 16 (SJ-13),5,-90,37
,1,1,-180
KOREASAT 7,2,-90,-156
,1,29,-180
SGDC,5,-90,145
,1,47,-180
GSAT-9,2,-90,-177
,1,-43,-180
INMARSAT 5-F4,5,-90,121
,1,-50,-180
SES-15,2,-90,-176
,1,30,-180
COSMOS 2518,3,-90,-118
,1,32,-180
QZS-2 (MICHIBIKI-2),2,-90,156
,1,59,-180
VIASAT-2,3,-90,62
,1,-84,-180
EUTELSAT 172B,2,-90,93
,1,-26,-180
GSAT-19,4,-90,-179
,1,13,-180
ECHOSTAR 21,1,-90,87
,1,-39,-180
HXMT (HUIYAN),3,-90,24
,1,-4,-180
ZHUHAI-1 02 (CAS-4B),2,-90,-173
,1,81,-180
NUSAT-3 (MILANESAT),4,-90,97
,1,-4,-180
ZHUHAI-1 01 (CAS-4A),3,-90,-176
,1,-5,-180
CARTOSAT-2E,1,-90,-31
,1,61,-180
BULGARIASAT-1,5,-90,-166
,1,18,-180
IRIDIUM 113,1,-90,80
,1,-46,-180
IRIDIUM 123,3,-90,156
,1,4,-180
IRIDIUM 120,1,-90,-48
,1,-11,-180
IRIDIUM 115,1,-90,2
,1,-41,-180
IRIDIUM 118,2,-90,-126
,1,-4,-180
IRIDIUM 117,4,-90,40
,1,-17,-180
IRIDIUM 126,4,-90,-153
,1,58,-180
IRIDIUM 124,3,-90,-148
,1,65,-180
IRIDIUM 128,3,-90,94
,1,-88,-180
IRIDIUM 121,2,-90,123
,1,9,-180
HELLAS-SAT 3,2,-90,-6
,1,49,-180
GSAT-17,3,-90,-48
,1,19,-180
INTELSAT 35E (IS-35E),1,-90,104
,1,16,-180
KANOPUS-V-IK,2,-90,162
,1,-23,-180
NORSAT 1,5,-90,150
,1,-28,-180
NORSAT 2,1,-90,108
,1,-73,-180
TECHNOSAT,5,-90,-76
,1,62,-180
FLYING LAPTOP,5,-90,-166
,1,46,-180
WNISAT 1R,2,-90,-150
,1,-2,-180
LEMUR-2-GREENBERG,4,-90,-49
,1,-76,-180
LEMUR-2-ANDIS,1,-90,76
,1,-73,-180
LEMUR-2-MONSON,5,-90,-100
,1,79,-180
LEMUR-2-FURIAUS,2,-90,88
,1,11,-180
LEMUR-2-PETERG,5,-90,-94
,1,44,-180
LEMUR-2-DEMBITZ,4,-90,153
,1,22,-180
NANOACE,3,-90,-4
,1,77,-180
LEMUR-2-ZACHARY,4,-90,20
,1,70,-180
CORVUS BC2,1,-90,83
,1,21,-180
CORVUS BC1,4,-90,-64
,1,-14,-180
COSMOS 2520,1,-90,91
,1,5,-180
TDRS 13,2,-90,170
,1,2,-180
QZS-3 (MICHIBIKI-3),5,-90,-45
,1,-62,-180
FORMOSAT-5,2,-90,144
,1,-82,-180
ORS-5 SENSORSAT,3,-90,83
,1,9,-180
AMAZONAS 5,1,-90,29
,1,-28,-180
COSMOS 2522 [GLONASS-M],1,-90,-173
,1,50,-180
ASIASAT 9,1,-90,-86
,1,-9,-180
YAOGAN-30 02A,5,-90,-10
,1,2,-180
YAOGAN-30 02B,1,-90,130
,1,69,-180
YAOGAN-30 02C,5,-90,-27
,1,67,-180
INTELSAT 37E (IS-37E),2,-90,-140
,1,-75,-180
BSAT-4A,2,-90,97
,1,-77,-180
VRSS-2,5,-90,118
,1,-61,-180
IRIDIUM 133,5,-90,20
,1,81,-180
IRIDIUM 100,2,-90,-36
,1,-72,-180
IRIDIUM 122,2,-90,-88
,1,89,-180
IRIDIUM 129,4,-90,167
,1,-57,-180
IRIDIUM 119,5,-90,-85
,1,-82,-180
IRIDIUM 107,3,-90,169
,1,21,-180
IRIDIUM 132,1,-90,-6
,1,-33,-180
IRIDIUM 136,5,-90,17
,1,80,-180
IRIDIUM 139,1,-90,-11
,1,-86,-180
IRIDIUM 125,5,-90,-82
,1,89,-180
QZS-4 (MICHIBIKI-4),1,-90,-128
,1,-63,-180
SES-11 (ECHOSTAR 105),4,-90,25
,1,-33,-180
